Category,SKU,ProductName,Location,Bin,BatchSerialNumber,ExpiryDate,Discount,StockValue,OnHand,VolumeOnHand,Available,OnOrder,InTransit,Allocated,Status,Unit,Family,StockLocator,Brand,PriceTier1,PriceTier2,PriceTier3,NextDeliveryDate
"Xero","3145891741025","CHANEL ROUGE COCO FLASH 102","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891741025","CHANEL ROUGE COCO FLASH 102","WNL","5-B-4","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891741186","Chanel Rouge Coco Flash 118 Freeze","WNL","4-F-2","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Xero","","","",0.0000,0.0000,0.0000,
"Xero","3145891741223","CHANEL ROUGE COCO FLASH LIPSTICK 122 Play Rouge","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Xero","","","",0.0000,0.0000,0.0000,
"Xero","3145891741223","CHANEL ROUGE COCO FLASH LIPSTICK 122 Play Rouge","WNL","5-H-2","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Xero","","","",0.0000,0.0000,0.0000,
"Xero","3145891567588","CHANEL ROUGE COCO GLOSS #106","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891567588","CHANEL ROUGE COCO GLOSS #106","WNL","5-B-4","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891724943","CHANEL ROUGE COCO RAL ATTRACTION 494","WNL","5-B-4","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","",0.0000,0.0000,0.0000,
"Xero","3145891741346","CHANEL ROUGE COCO RAL FLASH LUST 134","WNL","5-B-4","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","",0.0000,0.0000,0.0000,
"Xero","3145891741346","CHANEL ROUGE COCO RAL FLASH LUST 134","WNL","5-J-3","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","",0.0000,0.0000,0.0000,
"Xero","41133","CHANEL SUBLIMAGE LA CREME 50ML (T)","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891411409","CHANEL SUBLIMAGE LA CREME TEXTURE SUPREME 50G -3145891411409","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Xero","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891411607","CHANEL SUBLIMAGE LA CREME YEUX 15G -3145891411607","WNL","4-H-5","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891442601","CHANEL SUBLIMAGE LA LOTION LUMI??????RE EXFOLIANTE 125m","WNL","4-H-5","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","",0.0000,0.0000,0.0000,
"Item","3145890255370","CHANEL 香奈儿 5号红瓶 淡香水 100ML（简装）","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891166507","CHANEL 香奈儿 COCO 小姐 浓香水 50ML - 3145891166507","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",85.1600,76.6500,0.0000,
"Item","3145891208702","CHANEL 香奈儿 嘉柏丽尔发香喷雾 40ML","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Item","3145891658064","CHANEL 香奈儿 炫亮魅力印记唇釉NO.806 6ML","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Item","3145891071702","CHANEL 香奈儿 蔚蓝香精 50ML","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891519075","CHANEL 香奈儿2018圣诞限量狮子眼影NO.907 3G - 3145891519075","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",27.0000,25.0000,0.0000,
"Xero","3145891519082","CHANEL 香奈儿2018圣诞限量狮子眼影NO.908 3G - 3145891519082","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",27.0000,25.0000,0.0000,
"Xero","3145891055801","CHANEL 香奈儿N°5 蛋蛋护手霜 50ML - 3145891055801","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891055801","CHANEL 香奈儿N°5 蛋蛋护手霜 50ML - 3145891055801","WNL","4-H-5","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891255379","CHANEL 香奈儿N°5红瓶5号浓香水  100ML - 3145891255379","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",120.0000,110.0000,0.0000,
"Xero","3145891626308","CHANEL 香奈儿丝绒口红 NO.63 NIGHTFALL 3.5G - 3145891626308","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",30.0000,27.0000,0.0000,
"Xero","3145891626308","CHANEL 香奈儿丝绒口红 NO.63 NIGHTFALL 3.5G - 3145891626308","WNL","5-B-4","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",30.0000,27.0000,0.0000,
"Xero","3145891724462","CHANEL 香奈儿丝绒口红 NO.63 NIGHTFALL 3.5G - 3145891724462","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891626209","CHANEL 香奈儿丝绒口红NO.62 LIBRE 3.5G - 3145891626209","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",30.0000,27.0000,0.0000,
"Xero","3145891055108","CHANEL 香奈儿五号之水淡香水 35ML - 3145891055108","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891054675","CHANEL 香奈儿五号淡香水 60ML  - 3145891054675","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891055375","CHANEL 香奈儿五号红瓶限量香水淡香水100ML - 3145891055375","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",117.0000,116.6700,0.0000,
"Xero","3145891255300","CHANEL 香奈儿五号香水浓香水 100ML - 3145891255300","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891255300","CHANEL 香奈儿五号香水浓香水 100ML - 3145891255300","WNL","A1","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891430301","CHANEL 香奈儿保湿滋润面霜普通型  50G - 3145891430301","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",50.2300,45.2100,0.0000,
"Xero","3145891584141","CHANEL 香奈儿可可小姐唇颊蜜 NO.414 星期一 6G - 3145891584141","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",27.0700,23.2000,0.0000,
"Xero","3145891741063","CHANEL 香奈儿可可小姐炫光唇膏 NO.106 DOMINANT 3G - 3145891741063","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",32.5000,30.0000,0.0000,
"Xero","3145891741063","CHANEL 香奈儿可可小姐炫光唇膏 NO.106 DOMINANT 3G - 3145891741063","WNL","5-B-4","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",32.5000,30.0000,0.0000,
"Xero","3145891740561","CHANEL 香奈儿可可小姐炫光唇膏 NO.56 MOMENT 3G - 3145891740561","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",32.5000,28.5000,0.0000,
"Xero","3145891740707","CHANEL 香奈儿可可小姐炫光唇膏 NO.70 ATTITUDE 3G - 3145891740707","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",32.5000,30.0000,0.0000,
"Xero","3145891740707","CHANEL 香奈儿可可小姐炫光唇膏 NO.70 ATTITUDE 3G - 3145891740707","WNL","5-B-4","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",32.5000,30.0000,0.0000,
"Xero","3145891205251","CHANEL 香奈儿嘉柏丽尔女士浓香水 100ML - 3145891205251","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",115.7700,104.2000,0.0000,
"Xero","3145891904109","CHANEL 香奈儿多维塑型睫毛膏 NO.10 黑色  6G - 3145891904109","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",22.5000,20.0000,0.0000,
"Xero","3145891425109","CHANEL 香奈儿奢华再生洁肤乳 150ml - 3145891425109","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"Xero","","","CHANEL",65.0000,63.5000,0.0000,
"Xero","3145891466508","CHANEL 香奈儿奢华精萃滋养粉底霜 B20 30G - 3145891466508","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Item","3145891411904","CHANEL 香奈儿奢华金灿赋活精粹 40ML - 3145891411904","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",287.4200,282.4500,0.0000,
"Xero","3145891433401","CHANEL 香奈儿完美紧致提升细腻乳霜 50G - 3145891433401","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891430400","CHANEL 香奈儿山茶花保湿乳霜清爽型 50G - 3145891430400","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",51.6000,46.4450,0.0000,
"Xero","3145891410808","CHANEL 香奈儿山茶花保湿眼部微精华 15ML - 3145891410808","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891410501","CHANEL 香奈儿山茶花保湿精华喷雾 50ML - 3145891410501","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",45.8900,41.3000,0.0000,
"Xero","3145891410501","CHANEL 香奈儿山茶花保湿精华喷雾 50ML - 3145891410501","WNL","2-J-1","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",45.8900,41.3000,0.0000,
"Xero","3145891410501","CHANEL 香奈儿山茶花保湿精华喷雾 50ML - 3145891410501","WNL","4-H-4","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",45.8900,41.3000,0.0000,
"Xero","3145891430202","CHANEL 香奈儿山茶花润泽微精华 50ML - 3145891430202","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",77.5700,69.8200,0.0000,
"Xero","3145891430202","CHANEL 香奈儿山茶花润泽微精华 50ML - 3145891430202","WNL","4-H-5","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",77.5700,69.8200,0.0000,
"Xero","3145891410709","CHANEL 香奈儿山茶花润泽微精华乳霜 50G - 3145891410709","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",68.7900,61.9150,0.0000,
"Xero","3145891410709","CHANEL 香奈儿山茶花润泽微精华乳霜 50G - 3145891410709","WNL","4-H-5","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",68.7900,61.9150,0.0000,
"Xero","3145891410709","CHANEL 香奈儿山茶花润泽微精华乳霜 50G - 3145891410709","WNL","4-I-3","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",68.7900,61.9150,0.0000,
"Xero","3145891410907","CHANEL 香奈儿山茶花润泽水感晚安面膜 100ML - 3145891410907","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",61.1700,55.0600,0.0000,
"Xero","3145891410907","CHANEL 香奈儿山茶花润泽水感晚安面膜 100ML - 3145891410907","WNL","4-H-2","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",61.1700,55.0600,0.0000,
"Xero","3145891410907","CHANEL 香奈儿山茶花润泽水感晚安面膜 100ML - 3145891410907","WNL","4-H-3","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",61.1700,55.0600,0.0000,
"Xero","3145891410907","CHANEL 香奈儿山茶花润泽水感晚安面膜 100ML - 3145891410907","WNL","4-H-6","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",61.1700,55.0600,0.0000,
"Xero","3145891410907","CHANEL 香奈儿山茶花润泽水感晚安面膜 100ML - 3145891410907","WNL","C2","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",61.1700,55.0600,0.0000,
"Xero","3145891431308","CHANEL 香奈儿山茶花润泽水感晚安面膜 75ML - 3145891431308","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891433654","CHANEL 香奈儿智慧紧肤精华液 50ML - 3145891433654","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",131.8600,117.3600,0.0000,
"Xero","3145891846201","CHANEL 香奈儿果冻气垫  NO.20 11G - 3145891846201","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",45.5000,41.3000,0.0000,
"Xero","3145891846201","CHANEL 香奈儿果冻气垫  NO.20 11G - 3145891846201","WNL","5-B-5","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",45.5000,41.3000,0.0000,
"Xero","3145891846607","CHANEL 香奈儿果冻气垫 NO.20替换芯 11G - 3145891846607","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891846805","CHANEL 香奈儿果冻气垫NO.12 14G - 3145891846805","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",45.5000,41.0000,0.0000,
"Xero","3145891846805","CHANEL 香奈儿果冻气垫NO.12 14G - 3145891846805","WNL","5-B-5","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",45.5000,41.0000,0.0000,
"Xero","3145891857801","CHANEL 香奈儿气垫 N12 ROSE 11G 替换芯 - 3145891857801","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",31.5000,29.5000,0.0000,
"Xero","3145891690606","CHANEL 香奈儿水光肌高光棒 SCULPTING 8G - 3145891690606","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",33.5000,30.4500,0.0000,
"Xero","3145891690507","CHANEL 香奈儿水光肌高光棒 TRANSPARENT 8G - 3145891690507","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",33.5000,30.4500,0.0000,
"Xero","3145891708103","CHANEL 香奈儿活力亮泽水凝粉底液 SPF15 NO.12 30ML - 3145891708103","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891708608","CHANEL 香奈儿活力亮泽水凝青春光彩水润粉底液 NO.10 BEIGE 30ML - 3145891708608","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891058178","CHANEL 香奈儿流沙金啫喱 250ML - 3145891058178","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891413700","CHANEL 香奈儿深海精粹卸妆油 150ML - 3145891413700","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891413700","CHANEL 香奈儿深海精粹卸妆油 150ML - 3145891413700","WNL","4-H-3","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891413700","CHANEL 香奈儿深海精粹卸妆油 150ML - 3145891413700","WNL","4-H-6","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891413700","CHANEL 香奈儿深海精粹卸妆油 150ML - 3145891413700","WNL","A4","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891413700","CHANEL 香奈儿深海精粹卸妆油 150ML - 3145891413700","WNL","D7","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891403602","CHANEL 香奈儿滋润型鹅卵石蛋蛋护手霜 50ML - 3145891403602","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",37.5000,35.0000,0.0000,
"Xero","3145891403602","CHANEL 香奈儿滋润型鹅卵石蛋蛋护手霜 50ML - 3145891403602","WNL","2-C-2","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",37.5000,35.0000,0.0000,
"Xero","3145891403602","CHANEL 香奈儿滋润型鹅卵石蛋蛋护手霜 50ML - 3145891403602","WNL","2-J-1","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",37.5000,35.0000,0.0000,
"Xero","3145891403602","CHANEL 香奈儿滋润型鹅卵石蛋蛋护手霜 50ML - 3145891403602","WNL","4-H-3","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",37.5000,35.0000,0.0000,
"Xero","3145891403602","CHANEL 香奈儿滋润型鹅卵石蛋蛋护手霜 50ML - 3145891403602","WNL","4-H-5","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",37.5000,35.0000,0.0000,
"Xero","3145891403602","CHANEL 香奈儿滋润型鹅卵石蛋蛋护手霜 50ML - 3145891403602","WNL","A4","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",37.5000,35.0000,0.0000,
"Xero","3145891403602","CHANEL 香奈儿滋润型鹅卵石蛋蛋护手霜 50ML - 3145891403602","WNL","B3","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",37.5000,35.0000,0.0000,
"Xero","3145891651546","CHANEL 香奈儿炫亮魅力印记唇釉NO.154 经历 6ML - 3145891651546","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",28.5000,26.0000,0.0000,
"Xero","3145891651546","CHANEL 香奈儿炫亮魅力印记唇釉NO.154 经历 6ML - 3145891651546","WNL","2-I-3","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",28.5000,26.0000,0.0000,
"Xero","3145891626902","CHANEL 香奈儿炫亮魅力唇膏丝绒系列限量版 NO.69 ABSTRAIT 3.5G - 3145891626902","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",30.3000,27.3000,0.0000,
"Xero","3145891627008","CHANEL 香奈儿炫亮魅力唇膏丝绒系列限量版 NO.70 UNIQUE 3.5G - 3145891627008","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",30.0000,27.0000,0.0000,
"Xero","3145891621167","CHANEL 香奈儿炫亮魅力柔雾唇膏 NO.116 EEXTREME 3.5G - 3145891621167","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",27.5000,26.5000,0.0000,
"Xero","3145891265507","CHANEL 香奈儿粉邂逅活力淡香水 50ML  - 3145891265507","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891267402","CHANEL 香奈儿粉邂逅活力滋润身体乳 200ML - 3145891267402","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",39.5000,38.4000,0.0000,
"Xero","3145891267402","CHANEL 香奈儿粉邂逅活力滋润身体乳 200ML - 3145891267402","WNL","2-G-3","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",39.5000,38.4000,0.0000,
"Xero","3145891267402","CHANEL 香奈儿粉邂逅活力滋润身体乳 200ML - 3145891267402","WNL","B3","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",39.5000,38.4000,0.0000,
"Xero","3145891403503","CHANEL 香奈儿经典版鹅卵石蛋蛋护手霜 50ML - 3145891403503","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",37.5000,35.0000,0.0000,
"Xero","3145891403503","CHANEL 香奈儿经典版鹅卵石蛋蛋护手霜 50ML - 3145891403503","WNL","2-G-3","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",37.5000,35.0000,0.0000,
"Xero","3145891403503","CHANEL 香奈儿经典版鹅卵石蛋蛋护手霜 50ML - 3145891403503","WNL","2-J-2","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",37.5000,35.0000,0.0000,
"Xero","3145891403503","CHANEL 香奈儿经典版鹅卵石蛋蛋护手霜 50ML - 3145891403503","WNL","3-I-3","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",37.5000,35.0000,0.0000,
"Xero","3145891403503","CHANEL 香奈儿经典版鹅卵石蛋蛋护手霜 50ML - 3145891403503","WNL","4-H-3","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",37.5000,35.0000,0.0000,
"Xero","3145891403503","CHANEL 香奈儿经典版鹅卵石蛋蛋护手霜 50ML - 3145891403503","WNL","4-H-5","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",37.5000,35.0000,0.0000,
"Xero","3145891403503","CHANEL 香奈儿经典版鹅卵石蛋蛋护手霜 50ML - 3145891403503","WNL","5-J-3","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",37.5000,35.0000,0.0000,
"Xero","3145891369908","CHANEL 香奈儿绿色邂逅女用香发喷雾 35ML  - 3145891369908","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",38.5000,34.7900,0.0000,
"Xero","3145891369656","CHANEL 香奈儿绿邂逅沐浴啫喱 200ML - 3145891369656","WNL","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
"Xero","3145891369656","CHANEL 香奈儿绿邂逅沐浴啫喱 200ML - 3145891369656","WNL","B3","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"YUNDA","","","CHANEL",0.0000,0.0000,0.0000,
